Seller Platform,Seller SKU,Manufacture,Manufacture Code,Product Title,Description,Packaging,Qty,Category,Subcategories,Product Page URL,Attachement,Image URL
Accutron,31008-1,Accutron,31008-1,Accutron™ RFS™ Chairmount Kit for Engle 300 Chair,"Description
            Remote Flow System™ mounts to patient chairs without drilling new holes and can be installed in the field – retrofit where possible or new construction. Kits are available for a wide variety of dental chair brands.
Eliminates long mixed gas and vacuum hoses draping from adjacent cabinetsCreates uncluttered, safer work zone for doctor and staffMinimizes displacement of patient mask caused by drag/pull and weight of long hosesStore circuit and rubber goods when not in useRFS™ Chairmount Kit allows mounting of RFS™ to Engle 300 chair. Kit is compatible with Digital Ultra™ Flushmount Pkg. H CHAIR (#56800-CHAIR) and Ultra PC™ % Cabinet Mount  Pkg. H CHAIR (#36800-CHAIR).",,,chairmount-kits,,https://www.hufriedygroup.com/chairmount-kits/accutrontm-rfstm-chairmount-kit-engle-300-chair,/documents/34082,/sites/default/files/styles/500x500/public/HuFriedyGroup-31008-1-engle-300-rfs-chairmount-kit-2106.jpg?itok=q3-0F0Lk
Accutron,34014,Accutron,34014,Surgical E-Vac Kit,"Description
            Surgical Suction AccessoriesIncludes: Five 1500 ml single-use canisters, wall mount plate and mounting hardware. Requires vacuum outlet 34011.",,,digital-ultratm-oral-surgery,,https://www.hufriedygroup.com/digital-ultratm-oral-surgery/surgical-e-vac-kit,"https://www.hufriedygroup.com/sites/default/files/2021-07/26256%20Digital%20Ultra%20Flowmeter%20Manual%20Rev%20K.pdf,https://www.hufriedygroup.com/sites/default/files/2021-07/26256-DE%20Digital%20Ultra%20Flowmeter%20Manual%20Rev%20K%20DE.pdf,https://www.hufriedygroup.com/sites/default/files/2021-07/26256-IT%20Digital%20Ultra%20Flowmeter%20Manual%20Rev%20K.pdf,https://www.hufriedygroup.com/sites/default/files/2021-07/26256-PT%20Digital%20Ultra%20Flowmeter%20Manual%20Rev%20L%20PT.pdf,https://www.hufriedygroup.com/sites/default/files/2021-07/0319_dlit00786_rev_a_accutron_flowmeter_brochure_single_pages_digital.pdf,https://www.hufriedygroup.com/sites/default/files/2022-06/NOOS-Accutron-Brochure-8.5x11-DLIT00786-RevB-US-2203-Web.pdf,/documents/34082",/sites/default/files/styles/500x500/public/HuFriedyGroup-34014-surgical-e-vac-kit-2000x2000-2106.jpg?itok=jQFWnQmc
Accutron,38009,Accutron,38009,Full Facemask — Child,"Description
            Surgery System AccessoriesReplacement part for Demand Valve, Manual Resuscitator, and Oral Surgery System.",,,digital-ultratm-oral-surgery,,https://www.hufriedygroup.com/digital-ultratm-oral-surgery/full-facemask-child,"https://www.hufriedygroup.com/sites/default/files/2021-07/26256%20Digital%20Ultra%20Flowmeter%20Manual%20Rev%20K.pdf,https://www.hufriedygroup.com/sites/default/files/2021-07/26256-DE%20Digital%20Ultra%20Flowmeter%20Manual%20Rev%20K%20DE.pdf,https://www.hufriedygroup.com/sites/default/files/2021-07/26256-IT%20Digital%20Ultra%20Flowmeter%20Manual%20Rev%20K.pdf,https://www.hufriedygroup.com/sites/default/files/2021-07/26256-PT%20Digital%20Ultra%20Flowmeter%20Manual%20Rev%20L%20PT.pdf,https://www.hufriedygroup.com/sites/default/files/2021-07/0319_dlit00786_rev_a_accutron_flowmeter_brochure_single_pages_digital.pdf,/documents/34082",/sites/default/files/styles/500x500/public/HuFriedyGroup-38009-full-facemask-child-2105.jpg?itok=fM28smrA
Accutron,47050,Accutron,47050,Directional Y Valve,"Description
            Surgery System Accessories",,,digital-ultratm-oral-surgery,,https://www.hufriedygroup.com/digital-ultratm-oral-surgery/directional-y-valve,"https://www.hufriedygroup.com/sites/default/files/2021-07/26256%20Digital%20Ultra%20Flowmeter%20Manual%20Rev%20K.pdf,https://www.hufriedygroup.com/sites/default/files/2021-07/26256-DE%20Digital%20Ultra%20Flowmeter%20Manual%20Rev%20K%20DE.pdf,https://www.hufriedygroup.com/sites/default/files/2021-07/26256-IT%20Digital%20Ultra%20Flowmeter%20Manual%20Rev%20K.pdf,https://www.hufriedygroup.com/sites/default/files/2021-07/26256-PT%20Digital%20Ultra%20Flowmeter%20Manual%20Rev%20L%20PT.pdf,https://www.hufriedygroup.com/sites/default/files/2021-07/0319_dlit00786_rev_a_accutron_flowmeter_brochure_single_pages_digital.pdf,/documents/34082",/sites/default/files/styles/500x500/public/HuFriedyGroup-47050-directional-y-valve-2105.jpg?itok=FExcUXQj
Accutron,56600-OS,Accutron,56600-OS,Accutron™ Digital Ultra™ Oral Surgery Flushmount,"Description
            The Digital Ultra™ Flushmount Oral Surgery has the same unique operating features as the Digital Ultra™ Flushmount, but includes a directional Y valve, a full facemask and corrugated tubing. It is designed for clinicians who prefer to work in a digital environment but want critical parameters displayed both numerically and as electronic flow tubes. The ease of color-coded, fingertip controls is an additional feature of the flowmeter. Its sealed flush surface makes it easy to disinfect or barrier-protect.
All Accutron flowmeters carry a 2-year warranty – the longest flowmeter warranty in the dental industry.
Product Specifications – Flushmount FlowmetersDimensions (W x H x D)Flushmount Control Module: 9"" x 4"" x 1 1/2""Remote Main Module: 8"" x 4"" x 7 1/2""Mounted Dimensions (W x H x D): 9 1/2"" x 4 1/4"" x 1/4""Weight - Flushmount Control Module: 1.3 lbs (0.6 kg)Weight - Remote Main Module: 6.1 lbs (2.8 kg)Mixed Gas Outlet Diameter: 7/8"" nominal (22 mm)Oxygen Inlet: Male DISS (CGA-1240)Nitrous Oxide Inlet: Male DISS (CGA-1040)Nitrous Oxide Mixed Ratio Range: 0-70%Oxygen Flow Range: 1.0-9.9 LPMNitrous Oxide Flow Range: 0-6.9 LPMInlet Pressure (each gas): 50-55 psiResuscitator Connector: Quick Connect (1/4"" Imperial) at remote outletResuscitator Connector Flow: 100 LPMPower Requirements: 100-240 Volt AC; 50-60 HzIncludes: Digital Ultra™ Flushmount Flowmeter, Mounting Hardware, Check Valve Risers, Bag Tee, Scavenging Circuit II, Oral Surgery Accessories Package (adult full face mask, Hanks elbow with pop-off, directional Y valve & corrugated tube).",,,digital-ultratm-oral-surgery,,https://www.hufriedygroup.com/digital-ultratm-oral-surgery/accutrontm-digital-ultratm-oral-surgery-flushmount,"https://www.hufriedygroup.com/sites/default/files/2021-07/26256%20Digital%20Ultra%20Flowmeter%20Manual%20Rev%20K.pdf,https://www.hufriedygroup.com/sites/default/files/2021-07/26256-DE%20Digital%20Ultra%20Flowmeter%20Manual%20Rev%20K%20DE.pdf,https://www.hufriedygroup.com/sites/default/files/2021-07/26256-IT%20Digital%20Ultra%20Flowmeter%20Manual%20Rev%20K.pdf,https://www.hufriedygroup.com/sites/default/files/2021-07/26256-PT%20Digital%20Ultra%20Flowmeter%20Manual%20Rev%20L%20PT.pdf,https://www.hufriedygroup.com/sites/default/files/2021-07/0319_dlit00786_rev_a_accutron_flowmeter_brochure_single_pages_digital.pdf,/documents/34082",/sites/default/files/styles/500x500/public/HuFriedyGroup-56600-OS-digital-ultra-oral-surgery-flowmeter-pkg-g-2106.jpg?itok=7CaofR6I
Accutron,46100-OS,Accutron,46100-OS,Accutron™ Ultra DC™ Oral Surgery Package B – 4-Cylinder Portable,"Description
            The Ultra DC™ Oral Surgery Flowmeter has the same operating features as the standard Ultra DC™ unit, but includes a directional Y valve, a full facemask and corrugated tubing. All Accutron flowmeters carry a 2-year warranty – the longest flowmeter warranty in the dental industry.
Product SpecificationsDimensions (W x H x D): 4 1/4"" x 10 1/2"" x 8""Weight: 4.5 lb (2.0 kg)Mixed Gas Outlet Diameter: 7/8"" nominal (22 mm)Oxygen Inlet: Male DISS (CGA-1240)Nitrous Oxide Inlet: Male DISS (CGA-1040)Oxygen Flow Range: 3-10 LPMNitrous Oxide Flow Range: 0-7 LPMInlet Pressure (each gas): 50-55 psiResuscitator Connector: Quick Connect (1/4"" Imperial)Resuscitator Connector Flow: 100 LPM OxygenIncludes: Ultra DC™ Flowmeter, 4-Cylinder Portable, Scavenging Circuit II, Oral Surgery Accessories Package (adult full face mask, Hanks elbow with pop-off, directional Y valve & corrugated tube).",,,digital-ultratm-oral-surgery,,https://www.hufriedygroup.com/digital-ultratm-oral-surgery/accutrontm-ultra-dctm-oral-surgery-package-b-4-cylinder-portable,"https://www.hufriedygroup.com/sites/default/files/2021-07/26256%20Digital%20Ultra%20Flowmeter%20Manual%20Rev%20K.pdf,https://www.hufriedygroup.com/sites/default/files/2021-07/26256-DE%20Digital%20Ultra%20Flowmeter%20Manual%20Rev%20K%20DE.pdf,https://www.hufriedygroup.com/sites/default/files/2021-07/26256-IT%20Digital%20Ultra%20Flowmeter%20Manual%20Rev%20K.pdf,https://www.hufriedygroup.com/sites/default/files/2021-07/26256-PT%20Digital%20Ultra%20Flowmeter%20Manual%20Rev%20L%20PT.pdf,https://www.hufriedygroup.com/sites/default/files/2021-07/0319_dlit00786_rev_a_accutron_flowmeter_brochure_single_pages_digital.pdf,/documents/34082",/sites/default/files/styles/500x500/public/HuFriedyGroup-46100-OS-ultra-dc-oral-surgery-package-b-4-cylinder-portable-2104.jpg?itok=mTAbbDWu
Accutron,26986,Accutron,26986,"6' Tubing — 3/8"" ID, Clear PVC","Description
            Surgical Suction Accessories",,,digital-ultratm-oral-surgery,,https://www.hufriedygroup.com/digital-ultratm-oral-surgery/6-tubing-3-8-id-clear-pvc,"https://www.hufriedygroup.com/sites/default/files/2021-07/26256%20Digital%20Ultra%20Flowmeter%20Manual%20Rev%20K.pdf,https://www.hufriedygroup.com/sites/default/files/2021-07/26256-DE%20Digital%20Ultra%20Flowmeter%20Manual%20Rev%20K%20DE.pdf,https://www.hufriedygroup.com/sites/default/files/2021-07/26256-IT%20Digital%20Ultra%20Flowmeter%20Manual%20Rev%20K.pdf,https://www.hufriedygroup.com/sites/default/files/2021-07/26256-PT%20Digital%20Ultra%20Flowmeter%20Manual%20Rev%20L%20PT.pdf,https://www.hufriedygroup.com/sites/default/files/2021-07/0319_dlit00786_rev_a_accutron_flowmeter_brochure_single_pages_digital.pdf,/documents/34082",/sites/default/files/styles/500x500/public/default_images/GC-WebImages-NewWebsite-ErrorImage-2004_0.jpg?itok=WBGan6SI
Accutron,26988,Accutron,26988,Vacuum Regulator for Surgical E-Vac Kit,"Description
            Surgical Suction Accessories",,,digital-ultratm-oral-surgery,,https://www.hufriedygroup.com/digital-ultratm-oral-surgery/vacuum-regulator-surgical-e-vac-kit,"https://www.hufriedygroup.com/sites/default/files/2021-07/26256%20Digital%20Ultra%20Flowmeter%20Manual%20Rev%20K.pdf,https://www.hufriedygroup.com/sites/default/files/2021-07/26256-DE%20Digital%20Ultra%20Flowmeter%20Manual%20Rev%20K%20DE.pdf,https://www.hufriedygroup.com/sites/default/files/2021-07/26256-IT%20Digital%20Ultra%20Flowmeter%20Manual%20Rev%20K.pdf,https://www.hufriedygroup.com/sites/default/files/2021-07/26256-PT%20Digital%20Ultra%20Flowmeter%20Manual%20Rev%20L%20PT.pdf,https://www.hufriedygroup.com/sites/default/files/2021-07/0319_dlit00786_rev_a_accutron_flowmeter_brochure_single_pages_digital.pdf,/documents/34082",/sites/default/files/styles/500x500/public/HuFriedyGroup-26988-vacuum-regulator-for-surgical-e-vac-kit-2104.jpg?itok=beeZJsNv
Accutron,31009-2,Accutron,31009-2,Accutron™ RFS™ Chairmount Kit for DentalEZ NuSimplicity Chair,"Description
            Remote Flow System™ mounts to patient chairs without drilling new holes and can be installed in the field – retrofit where possible or new construction. Kits are available for a wide variety of dental chair brands.
Eliminates long mixed gas and vacuum hoses draping from adjacent cabinetsCreates uncluttered, safer work zone for doctor and staffMinimizes displacement of patient mask caused by drag/pull and weight of long hosesStore circuit and rubber goods when not in useRFS™ Chairmount Kit allows mounting of RFS™ to DentalEZ NuSimplicity chair. Kit is compatible with Digital Ultra™ Flushmount Pkg. H CHAIR (#56800-CHAIR) and Ultra PC™ % Cabinet Mount  Pkg. H CHAIR (#36800-CHAIR).",,,chairmount-kits,,https://www.hufriedygroup.com/chairmount-kits/accutrontm-rfstm-chairmount-kit-dentalez-nusimplicity-chair,/documents/34082,/sites/default/files/styles/500x500/public/HuFriedyGroup-31009-2-rfs-chairmount-kit-for-dentalez-nusimplicity-chair-2105.jpg?itok=3JPV1EgD
Accutron,31001-3,Accutron,31001-3,Accutron™ RFS™ Chairmount Kit for Forest 3900 (assist. pkg.) Chair,"Description
            Remote Flow System™ mounts to patient chairs without drilling new holes and can be installed in the field – retrofit where possible or new construction. Kits are available for a wide variety of dental chair brands.
Eliminates long mixed gas and vacuum hoses draping from adjacent cabinetsCreates uncluttered, safer work zone for doctor and staffMinimizes displacement of patient mask caused by drag/pull and weight of long hosesStore circuit and rubber goods when not in useRFS™ Chairmount Kit allows mounting of RFS™ to Forest 3900 (assistant pkg.) chair. Kit is compatible with Digital Ultra™ Flushmount Pkg. H CHAIR (#56800-CHAIR) and Ultra PC™ % Cabinet Mount  Pkg. H CHAIR (#36800-CHAIR).",,,chairmount-kits,,https://www.hufriedygroup.com/chairmount-kits/accutrontm-rfstm-chairmount-kit-forest-3900-assist-pkg-chair,/documents/34082,/sites/default/files/styles/500x500/public/HuFriedyGroup-31001-3-rfs-chairmount-kit-for-forest-3900-assist-pkg-chair-500x500-2106.jpg?itok=XJw6B8Qm
Accutron,31003-1,Accutron,31003-1,Accutron™ RFS™ Chairmount Kit for Pelton & Crane 1700 and 1800 Series Chairs,"Description
            Remote Flow System™ mounts to patient chairs without drilling new holes and can be installed in the field – retrofit where possible or new construction. Kits are available for a wide variety of dental chair brands.
Eliminates long mixed gas and vacuum hoses draping from adjacent cabinetsCreates uncluttered, safer work zone for doctor and staffMinimizes displacement of patient mask caused by drag/pull and weight of long hosesStore circuit and rubber goods when not in useRFS™ Chairmount Kit allows mounting of RFS™ to Pelton & Crane 1700 and 1800 chairs. Kit is compatible with Digital Ultra™ Flushmount Pkg. H CHAIR (#56800-CHAIR) and Ultra PC™ % Cabinet Mount  Pkg. H CHAIR (#36800-CHAIR).",,,chairmount-kits,,https://www.hufriedygroup.com/chairmount-kits/accutrontm-rfstm-chairmount-kit-pelton-crane-1700-and-1800-series-chairs,/documents/34082,/sites/default/files/styles/500x500/public/HuFriedyGroup-31003-1-rfs-chairmount-kit-for-pelton-crane-1700-and-1800-series-chairs-2104.jpg?itok=74o28VLs
Accutron,31004-1,Accutron,31004-1,Accutron™ RFS™ Chairmount Kit for Marus MaxStar (no extras) Chair,"Description
            Remote Flow System™ mounts to patient chairs without drilling new holes and can be installed in the field – retrofit where possible or new construction. Kits are available for a wide variety of dental chair brands.
Eliminates long mixed gas and vacuum hoses draping from adjacent cabinetsCreates uncluttered, safer work zone for doctor and staffMinimizes displacement of patient mask caused by drag/pull and weight of long hosesStore circuit and rubber goods when not in useRFS™ Chairmount Kit allows mounting of RFS™ to Marus MaxStar (no extras) chair. Kit is compatible with Digital Ultra™ Flushmount Pkg. H CHAIR (#56800-CHAIR) and Ultra PC™ % Cabinet Mount  Pkg. H CHAIR (#36800-CHAIR).",,,chairmount-kits,,https://www.hufriedygroup.com/chairmount-kits/accutrontm-rfstm-chairmount-kit-marus-maxstar-no-extras-chair,/documents/34082,/sites/default/files/styles/500x500/public/HuFriedyGroup-31004-1-marus-maxstar-no-extras-rfs-chairmount-kit-2105.jpg?itok=LnPKT-Mh
Accutron,31001-1M,Accutron,31001-1M,Accutron™ RFS™ Chairmount Kit for Forest 3900 (no extras) Chair,"Description
            Remote Flow System™ mounts to patient chairs without drilling new holes and can be installed in the field – retrofit where possible or new construction. Kits are available for a wide variety of dental chair brands.
Eliminates long mixed gas and vacuum hoses draping from adjacent cabinetsCreates uncluttered, safer work zone for doctor and staffMinimizes displacement of patient mask caused by drag/pull and weight of long hosesStore circuit and rubber goods when not in use31001-1M (metric) RFS™ Chairmount Kit allows mounting of RFS™ to Forest 3900 (no extras) chair. Kit is compatible with Digital Ultra™ Flushmount Pkg. H CHAIR (#56800-CHAIR) and Ultra PC™ % Cabinet Mount Pkg. H CHAIR (#36800-CHAIR).",,,chairmount-kits,,https://www.hufriedygroup.com/chairmount-kits/accutrontm-rfstm-chairmount-kit-forest-3900-no-extras-chair,/documents/34082,/sites/default/files/styles/500x500/public/HuFriedyGroup-31001-1M-rfs-chairmount-kit-for-forest-3900-no-extras-chair-2104.jpg?itok=kLLwrsh9
Accutron,31002-1,Accutron,31002-1,Accutron™ RFS™ Chairmount Kit for Midmark Ultra Chairs,"Description
            Remote Flow System™ mounts to patient chairs without drilling new holes and can be installed in the field – retrofit where possible or new construction. Kits are available for a wide variety of dental chair brands.
Eliminates long mixed gas and vacuum hoses draping from adjacent cabinetsCreates uncluttered, safer work zone for doctor and staffMinimizes displacement of patient mask caused by drag/pull and weight of long hosesStore circuit and rubber goods when not in useRFS™ Chairmount Kit allows mounting of RFS™ to Midmark Ultra chairs. Kit is compatible with Digital Ultra™ Flushmount Pkg. H CHAIR (#56800-CHAIR) and Ultra PC™ % Cabinet Mount  Pkg. H CHAIR (#36800-CHAIR).",,,chairmount-kits,,https://www.hufriedygroup.com/chairmount-kits/accutrontm-rfstm-chairmount-kit-midmark-ultra-chairs,/documents/34082,/sites/default/files/styles/500x500/public/HuFriedyGroup-31002-1-rfs-chairmount-kit-for-midmark-ultra-chairs-500x500-2105.jpg?itok=LBI9cTbv
Accutron,31006-1,Accutron,31006-1,Accutron™ RFS™ Chairmount Kit for Belmont X-Calibur B-20N Chair,"Description
            Remote Flow System™ mounts to patient chairs without drilling new holes and can be installed in the field – retrofit where possible or new construction. Kits are available for a wide variety of dental chair brands.
Eliminates long mixed gas and vacuum hoses draping from adjacent cabinetsCreates uncluttered, safer work zone for doctor and staffMinimizes displacement of patient mask caused by drag/pull and weight of long hosesStore circuit and rubber goods when not in useRFS™ Chairmount Kit allows mounting of RFS™ to Belmont B-20N chair. Kit is compatible with Digital Ultra™ Flushmount Pkg. H CHAIR (#56800-CHAIR) and Ultra PC™ % Cabinet Mount  Pkg. H CHAIR (#36800-CHAIR).",,,chairmount-kits,,https://www.hufriedygroup.com/chairmount-kits/accutrontm-rfstm-chairmount-kit-belmont-x-calibur-b-20n-chair,/documents/34082,/sites/default/files/styles/500x500/public/HuFriedyGroup-31006-1-belmont-x-calibur-b-20n-rfs-chairmount-kit-2104.jpg?itok=oDH4cQJQ
Accutron,31010-1,Accutron,31010-1,Accutron™ RFS™ Chairmount Kit for OSSI Dino Chairs,"Description
            Remote Flow System™ mounts to patient chairs without drilling new holes and can be installed in the field – retrofit where possible or new construction. Kits are available for a wide variety of dental chair brands.
Eliminates long mixed gas and vacuum hoses draping from adjacent cabinetsCreates uncluttered, safer work zone for doctor and staffMinimizes displacement of patient mask caused by drag/pull and weight of long hosesStore circuit and rubber goods when not in useRFS™ Chairmount Kit allows mounting of RFS™ to OSSI Dino chairs. Kit is compatible with Digital Ultra™ Flushmount Pkg. H CHAIR (#56800-CHAIR) and Ultra PC™ % Cabinet Mount  Pkg. H CHAIR (#36800-CHAIR).",,,chairmount-kits,,https://www.hufriedygroup.com/chairmount-kits/accutrontm-rfstm-chairmount-kit-ossi-dino-chairs,/documents/34082,/sites/default/files/styles/500x500/public/default_images/GC-WebImages-NewWebsite-ErrorImage-2004_0.jpg?itok=WBGan6SI
Accutron,31012-1,Accutron,31012-1,Accutron™ RFS™ Chairmount Kit for Pediatric Benches,"Description
            Remote Flow System™ mounts to patient chairs without drilling new holes and can be installed in the field – retrofit where possible or new construction. Kits are available for a wide variety of dental chair brands.
Eliminates long mixed gas and vacuum hoses draping from adjacent cabinetsCreates uncluttered, safer work zone for doctor and staffMinimizes displacement of patient mask caused by drag/pull and weight of long hosesStore circuit and rubber goods when not in useRFS™ Chairmount Kit allows mounting of RFS™ to Pediatric Benches. Kit is compatible with Digital Ultra™ Flushmount Pkg. H CHAIR (#56800-CHAIR) and Ultra PC™ % Cabinet Mount Pkg. H CHAIR (#36800-CHAIR).",,,chairmount-kits,,https://www.hufriedygroup.com/chairmount-kits/accutrontm-rfstm-chairmount-kit-pediatric-benches,/documents/34082,/sites/default/files/styles/500x500/public/default_images/GC-WebImages-NewWebsite-ErrorImage-2004_0.jpg?itok=WBGan6SI
Accutron,31002-2,Accutron,31002-2,Accutron™ RFS™ Chairmount Kit for Midmark Elevance® Chair,"Description
            Remote Flow System™ mounts to patient chairs without drilling new holes and can be installed in the field – retrofit where possible or new construction. Kits are available for a wide variety of dental chair brands.
Eliminates long mixed gas and vacuum hoses draping from adjacent cabinetsCreates uncluttered, safer work zone for doctor and staffMinimizes displacement of patient mask caused by drag/pull and weight of long hosesStore circuit and rubber goods when not in useRFS™ Chairmount Kit allows mounting of RFS™ to Midmark Elevance chair. Kit is compatible with Digital Ultra™ Flushmount Pkg. H CHAIR (#56800-CHAIR) and Ultra PC™ % Cabinet Mount  Pkg. H CHAIR (#36800-CHAIR).",,,chairmount-kits,,https://www.hufriedygroup.com/chairmount-kits/accutrontm-rfstm-chairmount-kit-midmark-elevancer-chair,/documents/34082,/sites/default/files/styles/500x500/public/HuFriedyGroup-31002-2-rfs-chairmount-kit-for-midmark-elevance-chair-500x500-2105.jpg?itok=9Cmohvf4
Accutron,34057,Accutron,34057,Oxygen Regulator,,,,manifold-accessories-components,,https://www.hufriedygroup.com/manifold-accessories-components/oxygen-regulator,/documents/34082,/sites/default/files/styles/500x500/public/HuFriedyGroup-34057-oxygen-regulator-2105.jpg?itok=lzoA6SvS
Accutron,49054-S,Accutron,49054-S,Accutron™ Digi-Flo™ 2nd Wall Alarm with Security System,"Description
            LED notifications consist of a power switch, optional security lock, test and mute alarm functions, and notification of nitrous oxide and oxygen levels. “Normal” indicator provides quick feedback that “all is well.” The superior digital (vs. analog) signals between the manifold and the alarm panel eliminate radio frequency interference. Advanced design accommodates multiple alarm panels for large or multi-floor facilities.For additional security throughout your facility",,,digi-flotm-automatic-switching-manifolds,,https://www.hufriedygroup.com/digi-flotm-automatic-switching-manifolds/accutrontm-digi-flotm-2nd-wall-alarm-security-system,"https://www.hufriedygroup.com/sites/default/files/2022-06/NOOS-Accutron-Brochure-8.5x11-DLIT00786-RevB-US-2203-Web.pdf,/documents/34082",/sites/default/files/styles/500x500/public/HuFriedyGroup-49054-S-digi-flo-2nd-wall-alarm-with-security-system-2106.jpg?itok=GCc0DrUP
Accutron,49150-NP,Accutron,49150-NP,Accutron™ Digi-Flo™ Automatic Switching Manifold/Desk Alarm Package A,"Description
            The Digi-Flo™ Automatic Switching Manifold/Alarm is designed to safely and economically deliver nitrous oxide and oxygen gases to dental operatories. Regulators control the gas line pressure at 50-55 psi, and a pressure relief valve protects the gas lines and equipment against excessive line pressure. In the event of line pressure changes, the alarm system provides audio and visual alerts. Other unique features include:

Automatic cylinder changeover.
Alarm with audio and visual warnings.
Designed to safely and precisely provide uninterrupted gas supply to the dental operatory.
Pre-install mounting bracket (sold separately) allows effortless installation.
Clear and precise LED numeric line pressure readings
Single or multiple zone valve/s and/or alarm panel capacity. System allows for dual alarm panels and up to four zone valves.
Easily accessible components; field upgradeable software
Optional conduit adapter box available if local codes require wiring inside conduit

Note: A zone valve is required when installed in a remote location.
Product SpecificationsDimensions with cover: 18"" x 9"" x 3""Working Pressure: 50-55 psiHose Length: 4 ft.N2O Outlet: N2O DISSO2 Outlet: O2 DISSPrimary Voltage: 120 voltsCable: Category 6, Shielded, Ethernet 4 twisted pr., RJ-45 end connectorsIncludes: Manifold with pressure gauges & high/low pressure alarm switches, system indicator panel, four cylinder regulators (two O2 & two N2O), four 4-ft. DISS hoses (two O2 & two N2O), desk office control panel, cylinder restraints.

Purchase Pre-Insta",,,digi-flotm-automatic-switching-manifolds,,https://www.hufriedygroup.com/digi-flotm-automatic-switching-manifolds/accutrontm-digi-flotm-automatic-switching-manifold-desk-0,"https://www.hufriedygroup.com/sites/default/files/2022-06/NOOS-Accutron-Brochure-8.5x11-DLIT00786-RevB-US-2203-Web.pdf,/documents/34082",/sites/default/files/styles/500x500/public/HuFriedyGroup-49150-NP-digi-flo-automatic-switching-manifold-desk-alarm-package-a-2104.jpg?itok=LbRYxyg5
Accutron,20107,Accutron,20107,E Cylinder Wrench,,,,portable-manifolds,,https://www.hufriedygroup.com/portable-manifolds/e-cylinder-wrench,/documents/34082,/sites/default/files/styles/500x500/public/HuFriedyGroup-20107-e-cylinder-wrench-2105.jpg?itok=Bugwb6UY
Accutron,23189,Accutron,23189,Zone Valve Box/Door Cover,,,,manifold-accessories-components,,https://www.hufriedygroup.com/manifold-accessories-components/zone-valve-box-door-cover,/documents/34082,/sites/default/files/styles/500x500/public/HuFriedyGroup-23189-zone-valve-box-door-cover-500x500-2105.jpg?itok=kJrdQqQ6
Accutron,27724,Accutron,27724,Cylinder Room Caution Sticker,,,,manifold-accessories-components,,https://www.hufriedygroup.com/manifold-accessories-components/cylinder-room-caution-sticker,/documents/34082,/sites/default/files/styles/500x500/public/default_images/GC-WebImages-NewWebsite-ErrorImage-2004_0.jpg?itok=WBGan6SI
Accutron,44000,Accutron,44000,Accutron™ 4-Cylinder Portable Manifold,"Description
            The portable manifold is comprised of an ""E"" yoke with pressure regulators and gauges, four gas cylinder anchors and a mobile stand. Adding a flowmeter, DISS hoses, a scavenging system including rubber goods (breathing bag and corrugated tube) and gas cylinders would complete the portable nitrous oxide-oxygen delivery system.Portable manifold that accommodates four gas cylinders - two oxygen and two nitrous oxide (non-digital and without flowmeter)",,,portable-manifolds,,https://www.hufriedygroup.com/portable-manifolds/accutrontm-4-cylinder-portable-manifold,/documents/34082,/sites/default/files/styles/500x500/public/HuFriedyGroup-44000-4-cylinder-portable-manifold-2104.jpg?itok=up1EGp2E
Accutron,34058,Accutron,34058,Nitrous Oxide Regulatory,,,,manifold-accessories-components,,https://www.hufriedygroup.com/manifold-accessories-components/nitrous-oxide-regulatory,/documents/34082,/sites/default/files/styles/500x500/public/HuFriedyGroup-34058-oxygen-regulator-2105.jpg?itok=fY5olepJ
Accutron,23126,Accutron,23126,Gas Identification Labels,Six O2 and six N2O labels,,,manifold-accessories-components,,https://www.hufriedygroup.com/manifold-accessories-components/gas-identification-labels,/documents/34082,/sites/default/files/styles/500x500/public/HuFriedyGroup-23126-gas-identification-labels-500x500-2105.jpg?itok=YJUbpJz5
Accutron,31006-4,Accutron,31006-4,Accutron™ RFS™ Chairmount Kit for Belmont Pro II Chair,"Description
            Remote Flow System™ mounts to patient chairs without drilling new holes and can be installed in the field – retrofit where possible or new construction. Kits are available for a wide variety of dental chair brands.
Eliminates long mixed gas and vacuum hoses draping from adjacent cabinetsCreates uncluttered, safer work zone for doctor and staffMinimizes displacement of patient mask caused by drag/pull and weight of long hosesStore circuit and rubber goods when not in useRFS™ Chairmount Kit allows mounting of RFS™ to Belmont Pro II chair. Kit is compatible with Digital Ultra™ Flushmount Pkg. H CHAIR (#56800-CHAIR) and Ultra PC™ % Cabinet Mount  Pkg. H CHAIR (#36800-CHAIR).",,,chairmount-kits,,https://www.hufriedygroup.com/chairmount-kits/accutrontm-rfstm-chairmount-kit-belmont-pro-ii-chair,/documents/34082,/sites/default/files/styles/500x500/public/HuFriedyGroup-31006-4-rfs-chairmount-kit-for-belmont-pro-ii-chair-2104.jpg?itok=hNtxSuCw
