Seller Platform,Seller SKU,Manufacture Name,Manufacture Code,Product Title,Description,Packaging,Qty,Categories,Subcategories,Product Page URL,Attachment,Image URL
Implant Direct,753708,Implant Direct,753708,ReActive 3.7mmDx8mmL SBM: 3.5mmD Platform Dental Implant System - 1/Pack,"ReActive dental implants are two-piece tri-lobe implants for single-stage or two-stage surgical procedures. It features All-in-1 packaging, allowing the parts needed for implant procedures to be purchased in one package. Two-Piece ImplantMore Information Length8mmL ConnectionTrilobe Platform DiameterPurple / 3.5mmD Implant Platform / DiameterPurple / 3.7mmD SystemReActive Thread TypeButtress SurfaceSBM",Pack,1,Implants,,https://store.implantdirect.com/us/en/implant-directtm-dentistry-reactive-3-7mmdx8mml-sbm-3-5mmd-platform-dental-implant-system-1-pack,,https://store.implantdirect.com/us/en/media/catalog/product/cache/04d236b1062a66fda28e671d2b02aa59/7/5/753708_1_2.png
Implant Direct,653210U,Implant Direct,653210U,simplyInterActive 3.2mmDx10mmL SBM: 3.0mmD Platform Dental Implant System - 1/Pack,"SimplyInterActive dental implants are two-piece implants for single-stage or two-stage surgical procedures. The mount-free packaging features an InterActive implant, cover screw, and 3mm healing collar. #html-body [data-pb-style=YGE0SR8]{justify-content:flex-start;display:flex;flex-direction:column;background-position:left top;background-size:cover;background-repeat:no-repeat;background-attachment:scroll}SimplyInterActive dental implants are two-piece conical connection implants for single-stage or two-stage surgical procedures.
 
InterActive offers two restorative platforms across four implant diameters ranging from 3.2-5.0mm.
 
 
simplyInterActive Packaging:
 
All-in-1 Packaging supports both one- and two-stage surgery. Package includes:

Cover screw
3mm healing collar with a concave transgingival profile optimized for esthetic areas and designed to enable subcrestal placement with reduced hard tissue manipulation

 
Implant Features:

12° conical connection
Color-coded prosthetic interface for clear visual indication of interface size
Straight / tapered implant body design
Three cutting grooves
Micro-grooves and micro-threads on coronal aspect designed to increase bone-implant contact (BIC) and long-term stability in crestal bone area
Progressively-deeper buttress threads designed for increased BIC, which can improve primary stability in low-density bone
SBM surface
Made in the USA from medical-grade titanium alloy
More Information Length10mmL ConnectionInternal Conical Platform DiameterPurple / 3.0mmD Implant Platform / DiameterPurple / 3.2mmD SystemsimplyInterActive Thread TypeButtress SurfaceSBM",Pack,1,Implants,,https://store.implantdirect.com/us/en/simplyinteractive-3-2mmdx10mml-sbm-3-0mmd-platform-dental-implant-system-1-pack,,https://store.implantdirect.com/us/en/media/catalog/product/cache/04d236b1062a66fda28e671d2b02aa59/6/5/653210u_2.png
Implant Direct,653211U,Implant Direct,653211U,simplyInterActive 3.2mmDx11.5mmL SBM: 3.0mmD Platform Dental Implant System - 1/Pack,"SimplyInterActive dental implants are two-piece implants for single-stage or two-stage surgical procedures. The mount-free packaging features an InterActive implant, cover screw, and 3mm healing collar. #html-body [data-pb-style=HAS7RBC]{justify-content:flex-start;display:flex;flex-direction:column;background-position:left top;background-size:cover;background-repeat:no-repeat;background-attachment:scroll}SimplyInterActive dental implants are two-piece conical connection implants for single-stage or two-stage surgical procedures.
 
InterActive offers two restorative platforms across four implant diameters ranging from 3.2-5.0mm.
 
 
simplyInterActive Packaging:
 
All-in-1 Packaging supports both one- and two-stage surgery. Package includes:

Cover screw
3mm healing collar with a concave transgingival profile optimized for esthetic areas and designed to enable subcrestal placement with reduced hard tissue manipulation

Implant Features:

12° conical connection
Color-coded prosthetic interface for clear visual indication of interface size
Straight / tapered implant body design
Three cutting grooves
Micro-grooves and micro-threads on coronal aspect designed to increase bone-implant contact (BIC) and long-term stability in crestal bone area
Progressively-deeper buttress threads designed for increased BIC, which can improve primary stability in low-density bone
SBM surface
Made in the USA from medical-grade titanium alloy
More Information Length11.5mmL ConnectionInternal Conical Platform DiameterPurple / 3.0mmD Implant Platform / DiameterPurple / 3.2mmD SystemsimplyInterActive Thread TypeButtress SurfaceSBM",Pack,1,Implants,,https://store.implantdirect.com/us/en/simplyinteractive-3-2mmdx11-5mml-sbm-3-0mmd-platform-dental-implant-system-1-pack,,https://store.implantdirect.com/us/en/media/catalog/product/cache/04d236b1062a66fda28e671d2b02aa59/6/5/653211u_2.png
Implant Direct,854206U,Implant Direct,854206U,simplyLegacy3™ 4.2mmDx6mmL SBM: 3.5mmD Platform Dental Implant System - 1/Pack,"One of our simplyIntegrated solutions, simplyLegacy3 is a mount-free implant that includes the components you need for the surgical phase of treatment:
• Implant
• Cover screw
• 3mm healing collar
Pair with the treatment-specific prosthetic SMART PACKS that fits your case to realize the full benefits of this revolutionary system. Implant Direct simplyLegacy3™ Implant System
Features & Benefits
• Internal connection with 1.5mm long hex & internal lead-in bevel
• Double-lead buttress threads for improved insertion & initial stability, quadruple-lead threads near top for increased thread engagement & reduced stress
• 2mm extender retained by cover screw for use as a healing collar or for one or two-stage surgery
• Color-coded carrier usable as a closed-tray transfer and/or final full-contour abutment
• Two self-tapping grooves, extending halfway up implant
• Surgical flexibility with multiple insertion options: choose between implant level insertion with hex driver or fixture- mount insertion with either 2.5mm hex driver or ratchet
• Connection: Color-coded internal hex with lead-in bevel
• Surface: SBM (Soluble Blast Media)
• Surgical Instruments: Spectra-System surgical kit
• Implant Lengths: 6 / 8 / 10 /11.5 /13 / 16mm. Even taper with two cutting grooves halfway up implant
• Implant Threads: Micro-threads with double-lead, progressively deeper buttress threadsMore Information Length6.0mmL ConnectionInternal Hex Platform DiameterGreen / 3.5mmD Implant Platform / DiameterGreen / 4.2mmD SystemsimplyLegacy3 Thread TypeButtress SurfaceSBM",Pack,1,Implants,,https://store.implantdirect.com/us/en/simplylegacy3tm-4-2mmdx6mml-sbm-3-5mmd-platform-dental-implant-system-1-pack,,https://store.implantdirect.com/us/en/media/catalog/product/cache/04d236b1062a66fda28e671d2b02aa59/8/5/854206u_1_2.png
Implant Direct,853710U,Implant Direct,853710U,simplyLegacy3™ 3.7mmDx10mmL SBM: 3.5mmD Platform Dental Implant System - 1/Pack,"One of our simplyIntegrated solutions, simplyLegacy3 is a mount-free implant that includes the components you need for the surgical phase of treatment:
• Implant
• Cover screw
• 3mm healing collar
Pair with the treatment-specific prosthetic SMART PACKS that fits your case to realize the full benefits of this revolutionary system. Implant Direct simplyLegacy3™ Implant System
Features & Benefits
• Internal connection with 1.5mm long hex & internal lead-in bevel
• Double-lead buttress threads for improved insertion & initial stability, quadruple-lead threads near top for increased thread engagement & reduced stress
• 2mm extender retained by cover screw for use as a healing collar or for one or two-stage surgery
• Color-coded carrier usable as a closed-tray transfer and/or final full-contour abutment
• Two self-tapping grooves, extending halfway up implant
• Surgical flexibility with multiple insertion options: choose between implant level insertion with hex driver or fixture- mount insertion with either 2.5mm hex driver or ratchet
• Connection: Color-coded internal hex with lead-in bevel
• Surface: SBM (Soluble Blast Media)
• Surgical Instruments: Spectra-System surgical kit
• Implant Lengths: 6 / 8 / 10 /11.5 /13 / 16mm. Even taper with two cutting grooves halfway up implant
• Implant Threads: Micro-threads with double-lead, progressively deeper buttress threadsMore Information Length10mmL ConnectionInternal Hex Platform DiameterGreen / 3.5mmD Implant Platform / DiameterGreen / 3.7mmD SystemsimplyLegacy3 Thread TypeButtress SurfaceSBM",Pack,1,Implants,,https://store.implantdirect.com/us/en/simplylegacy3tm-3-7mmdx10mml-sbm-3-5mmd-platform-dental-implant-system-1-pack,,https://store.implantdirect.com/us/en/media/catalog/product/cache/04d236b1062a66fda28e671d2b02aa59/8/5/853710u_1_2.png
Implant Direct,854210U,Implant Direct,854210U,simplyLegacy3™ 4.2mmDx10mmL SBM: 3.5mmD Platform Dental Implant System - 1/Pack,"One of our simplyIntegrated solutions, simplyLegacy3 is a mount-free implant that includes the components you need for the surgical phase of treatment:
• Implant
• Cover screw
• 3mm healing collar
Pair with the treatment-specific prosthetic SMART PACKS that fits your case to realize the full benefits of this revolutionary system. Implant Direct simplyLegacy3™ Implant System
Features & Benefits
• Internal connection with 1.5mm long hex & internal lead-in bevel
• Double-lead buttress threads for improved insertion & initial stability, quadruple-lead threads near top for increased thread engagement & reduced stress
• 2mm extender retained by cover screw for use as a healing collar or for one or two-stage surgery
• Color-coded carrier usable as a closed-tray transfer and/or final full-contour abutment
• Two self-tapping grooves, extending halfway up implant
• Surgical flexibility with multiple insertion options: choose between implant level insertion with hex driver or fixture- mount insertion with either 2.5mm hex driver or ratchet
• Connection: Color-coded internal hex with lead-in bevel
• Surface: SBM (Soluble Blast Media)
• Surgical Instruments: Spectra-System surgical kit
• Implant Lengths: 6 / 8 / 10 /11.5 /13 / 16mm. Even taper with two cutting grooves halfway up implant
• Implant Threads: Micro-threads with double-lead, progressively deeper buttress threadsMore Information Length10mmL ConnectionInternal Hex Platform DiameterGreen / 3.5mmD Implant Platform / DiameterGreen / 4.2mmD SystemsimplyLegacy3 Thread TypeButtress SurfaceSBM",Pack,1,Implants,,https://store.implantdirect.com/us/en/simplylegacy3tm-4-2mmdx10mml-sbm-3-5mmd-platform-dental-implant-system-1-pack,,https://store.implantdirect.com/us/en/media/catalog/product/cache/04d236b1062a66fda28e671d2b02aa59/8/5/854210u_1_2.png
Implant Direct,854713U,Implant Direct,854713U,simplyLegacy3™ 4.7mmDx13mmL SBM: 4.5mmD Platform Dental Implant System - 1/Pack,"One of our simplyIntegrated solutions, simplyLegacy3 is a mount-free implant that includes the components you need for the surgical phase of treatment:
• Implant
• Cover screw
• 3mm healing collar
Pair with the treatment-specific prosthetic SMART PACKS that fits your case to realize the full benefits of this revolutionary system. Implant Direct simplyLegacy3™ Implant System
Features & Benefits
• Internal connection with 1.5mm long hex & internal lead-in bevel
• Double-lead buttress threads for improved insertion & initial stability, quadruple-lead threads near top for increased thread engagement & reduced stress
• 2mm extender retained by cover screw for use as a healing collar or for one or two-stage surgery
• Color-coded carrier usable as a closed-tray transfer and/or final full-contour abutment
• Two self-tapping grooves, extending halfway up implant
• Surgical flexibility with multiple insertion options: choose between implant level insertion with hex driver or fixture- mount insertion with either 2.5mm hex driver or ratchet
• Connection: Color-coded internal hex with lead-in bevel
• Surface: SBM (Soluble Blast Media)
• Surgical Instruments: Spectra-System surgical kit
• Implant Lengths: 6 / 8 / 10 /11.5 /13 / 16mm. Even taper with two cutting grooves halfway up implant
• Implant Threads: Micro-threads with double-lead, progressively deeper buttress threadsMore Information Length13mmL ConnectionInternal Hex Platform DiameterPurple / 4.5mmD Implant Platform / DiameterPurple / 4.7mmD SystemsimplyLegacy3 Thread TypeButtress SurfaceSBM",Pack,1,Implants,,https://store.implantdirect.com/us/en/simplylegacy3tm-4-7mmdx13mml-sbm-4-5mmd-platform-dental-implant-system-1-pack,,https://store.implantdirect.com/us/en/media/catalog/product/cache/04d236b1062a66fda28e671d2b02aa59/8/5/854713u_1_2.png
Implant Direct,653710,Implant Direct,653710,InterActive 3.7mmDx10mmL SBM: 3.0mmD Platform Dental Implant System - 1/Pack,"InterActive dental implants are two-piece conical connection implants for single-stage or two-stage surgical procedures. It features All-in-1 Packaging, allowing the parts needed for implant procedures to be purchased in one package. InterActive™ dental implants are conical connection two-piece implants for single-stage or two-stage surgical procedures.
 
InterActive offers two restorative platforms across four implant diameters ranging from 3.2-5.0mm. 
 
InterActive Packaging: 
 
All-in-1 Packaging supports both one- and two-stage surgery.1  Package includes:

Cover screw
2mm healing collar1
2-piece fixture-mount with a concave transgingival profile for esthetic areas and designed to enable subcrestal placement with reduced hard tissue manipulation

 
Implant Features: 

12° conical connection
Color-coded prosthetic interface for clear visual indication of interface size
Straight / tapered implant body design
Three cutting grooves
Micro-grooves and micro-threads on coronal aspect designed to increase bone-implant contact (BIC) and long-term stability in crestal bone area
Progressively-deeper buttress threads designed for increased BIC, which can improve primary stability in low-density bone
Fixture-mount features a concave transgingival profile optimized for esthetic areas and designed to enable subcrestal placement with reduced hard tissue manipulation
Fixture-mount features a flat to match the flat on the internal-hex, making indexing easier
Fixture-mount functions as a closed-tray transfer
Color-coded fixture-mount top matches the implant prosthetic platform/interface
SBM surface
Made in the USA from medical-grade titanium alloy

 
1: except 6mm length implantsMore Information Length10mmL ConnectionInternal Conical Platform DiameterPurple / 3.0mmD Implant Platform / DiameterPurple / 3.7mmD SystemInterActive Thread TypeButtress SurfaceSBM",Pack,1,Implants,,https://store.implantdirect.com/us/en/interactive-3-7mmdx10mml-sbm-3-0mmd-platform-dental-implant-system-1-pack,,https://store.implantdirect.com/us/en/media/catalog/product/cache/04d236b1062a66fda28e671d2b02aa59/6/5/653710_2.png
Implant Direct,653713,Implant Direct,653713,InterActive 3.7mmDx13mmL SBM: 3.0mmD Platform Dental Implant System - 1/Pack,"InterActive dental implants are two-piece conical connection implants for single-stage or two-stage surgical procedures. It features All-in-1 Packaging, allowing the parts needed for implant procedures to be purchased in one package. InterActive™ dental implants are conical connection two-piece implants for single-stage or two-stage surgical procedures.
 
InterActive offers two restorative platforms across four implant diameters ranging from 3.2-5.0mm. 
 
InterActive Packaging: 
 
All-in-1 Packaging supports both one- and two-stage surgery.1  Package includes:

Cover screw
2mm healing collar1
2-piece fixture-mount with a concave transgingival profile for esthetic areas and designed to enable subcrestal placement with reduced hard tissue manipulation

 
Implant Features: 

12° conical connection
Color-coded prosthetic interface for clear visual indication of interface size
Straight / tapered implant body design
Three cutting grooves
Micro-grooves and micro-threads on coronal aspect designed to increase bone-implant contact (BIC) and long-term stability in crestal bone area
Progressively-deeper buttress threads designed for increased BIC, which can improve primary stability in low-density bone
Fixture-mount features a concave transgingival profile optimized for esthetic areas and designed to enable subcrestal placement with reduced hard tissue manipulation
Fixture-mount features a flat to match the flat on the internal-hex, making indexing easier
Fixture-mount functions as a closed-tray transfer
Color-coded fixture-mount top matches the implant prosthetic platform/interface
SBM surface
Made in the USA from medical-grade titanium alloy

 
1: except 6mm length implantsMore Information Length13mmL ConnectionInternal Conical Platform DiameterPurple / 3.0mmD Implant Platform / DiameterPurple / 3.7mmD SystemInterActive Thread TypeButtress SurfaceSBM",Pack,1,Implants,,https://store.implantdirect.com/us/en/interactive-3-7mmdx13mml-sbm-3-0mmd-platform-dental-implant-system-1-pack,,https://store.implantdirect.com/us/en/media/catalog/product/cache/04d236b1062a66fda28e671d2b02aa59/6/5/653713_2.png
Implant Direct,654308,Implant Direct,654308,InterActive 4.3mmDx8mmL SBM: 3.4mmD Platform Dental Implant System - 1/Pack,"InterActive dental implants are two-piece conical connection implants for single-stage or two-stage surgical procedures. It features All-in-1 Packaging, allowing the parts needed for implant procedures to be purchased in one package. InterActive™ dental implants are conical connection two-piece implants for single-stage or two-stage surgical procedures.
 
InterActive offers two restorative platforms across four implant diameters ranging from 3.2-5.0mm. 
 
InterActive Packaging: 
 
All-in-1 Packaging supports both one- and two-stage surgery.1  Package includes:

Cover screw
2mm healing collar1
2-piece fixture-mount with a concave transgingival profile for esthetic areas and designed to enable subcrestal placement with reduced hard tissue manipulation

 
Implant Features: 

12° conical connection
Color-coded prosthetic interface for clear visual indication of interface size
Straight / tapered implant body design
Three cutting grooves
Micro-grooves and micro-threads on coronal aspect designed to increase bone-implant contact (BIC) and long-term stability in crestal bone area
Progressively-deeper buttress threads designed for increased BIC, which can improve primary stability in low-density bone
Fixture-mount features a concave transgingival profile optimized for esthetic areas and designed to enable subcrestal placement with reduced hard tissue manipulation
Fixture-mount features a flat to match the flat on the internal-hex, making indexing easier
Fixture-mount functions as a closed-tray transfer
Color-coded fixture-mount top matches the implant prosthetic platform/interface
SBM surface
Made in the USA from medical-grade titanium alloy

 
1: except 6mm length implantsMore Information Length8mmL ConnectionInternal Conical Platform DiameterGold / 3.4mmD Implant Platform / DiameterGold / 4.3mmD SystemInterActive Thread TypeButtress SurfaceSBM",Pack,1,Implants,,https://store.implantdirect.com/us/en/interactive-4-3mmdx8mml-sbm-3-4mmd-platform-dental-implant-system-1-pack,,https://store.implantdirect.com/us/en/media/catalog/product/cache/04d236b1062a66fda28e671d2b02aa59/6/5/654308_2.png
Implant Direct,654310,Implant Direct,654310,InterActive 4.3mmDx10mmL SBM: 3.4mmD Platform Dental Implant System - 1/Pack,"InterActive dental implants are two-piece conical connection implants for single-stage or two-stage surgical procedures. It features All-in-1 Packaging, allowing the parts needed for implant procedures to be purchased in one package. InterActive™ dental implants are conical connection two-piece implants for single-stage or two-stage surgical procedures.
 
InterActive offers two restorative platforms across four implant diameters ranging from 3.2-5.0mm. 
 
InterActive Packaging: 
 
All-in-1 Packaging supports both one- and two-stage surgery.1  Package includes:

Cover screw
2mm healing collar1
2-piece fixture-mount with a concave transgingival profile for esthetic areas and designed to enable subcrestal placement with reduced hard tissue manipulation

 
Implant Features: 

12° conical connection
Color-coded prosthetic interface for clear visual indication of interface size
Straight / tapered implant body design
Three cutting grooves
Micro-grooves and micro-threads on coronal aspect designed to increase bone-implant contact (BIC) and long-term stability in crestal bone area
Progressively-deeper buttress threads designed for increased BIC, which can improve primary stability in low-density bone
Fixture-mount features a concave transgingival profile optimized for esthetic areas and designed to enable subcrestal placement with reduced hard tissue manipulation
Fixture-mount features a flat to match the flat on the internal-hex, making indexing easier
Fixture-mount functions as a closed-tray transfer
Color-coded fixture-mount top matches the implant prosthetic platform/interface
SBM surface
Made in the USA from medical-grade titanium alloy

 
1: except 6mm length implantsMore Information Length10mmL ConnectionInternal Conical Platform DiameterGold / 3.4mmD Implant Platform / DiameterGold / 4.3mmD SystemInterActive Thread TypeButtress SurfaceSBM",Pack,1,Implants,,https://store.implantdirect.com/us/en/interactive-4-3mmdx10mml-sbm-3-4mmd-platform-dental-implant-system-1-pack,,https://store.implantdirect.com/us/en/media/catalog/product/cache/04d236b1062a66fda28e671d2b02aa59/6/5/654310_2.png
Implant Direct,655011,Implant Direct,655011,InterActive 5.0mmDx11.5mmL SBM: 3.4mmD Platform Dental Implant System - 1/Pack,"InterActive dental implants are two-piece conical connection implants for single-stage or two-stage surgical procedures. It features All-in-1 Packaging, allowing the parts needed for implant procedures to be purchased in one package. InterActive™ dental implants are conical connection two-piece implants for single-stage or two-stage surgical procedures.
 
InterActive offers two restorative platforms across four implant diameters ranging from 3.2-5.0mm. 
 
InterActive Packaging: 
 
All-in-1 Packaging supports both one- and two-stage surgery.1  Package includes:

Cover screw
2mm healing collar1
2-piece fixture-mount with a concave transgingival profile for esthetic areas and designed to enable subcrestal placement with reduced hard tissue manipulation

 
Implant Features: 

12° conical connection
Color-coded prosthetic interface for clear visual indication of interface size
Straight / tapered implant body design
Three cutting grooves
Micro-grooves and micro-threads on coronal aspect designed to increase bone-implant contact (BIC) and long-term stability in crestal bone area
Progressively-deeper buttress threads designed for increased BIC, which can improve primary stability in low-density bone
Fixture-mount features a concave transgingival profile optimized for esthetic areas and designed to enable subcrestal placement with reduced hard tissue manipulation
Fixture-mount features a flat to match the flat on the internal-hex, making indexing easier
Fixture-mount functions as a closed-tray transfer
Color-coded fixture-mount top matches the implant prosthetic platform/interface
SBM surface
Made in the USA from medical-grade titanium alloy

 
1: except 6mm length implantsMore Information Length11.5mmL ConnectionInternal Conical Platform DiameterGold / 3.4mmD Implant Platform / DiameterGold / 5.0mmD SystemInterActive Thread TypeButtress SurfaceSBM",Pack,1,Implants,,https://store.implantdirect.com/us/en/interactive-5-0mmdx11-5mml-sbm-3-4mmd-platform-dental-implant-system-1-pack,,https://store.implantdirect.com/us/en/media/catalog/product/cache/04d236b1062a66fda28e671d2b02aa59/6/5/655011_2.png
Implant Direct,655013,Implant Direct,655013,InterActive 5.0mmDx13mmL SBM: 3.4mmD Platform Dental Implant System - 1/Pack,"InterActive dental implants are two-piece conical connection implants for single-stage or two-stage surgical procedures. It features All-in-1 Packaging, allowing the parts needed for implant procedures to be purchased in one package. InterActive™ dental implants are conical connection two-piece implants for single-stage or two-stage surgical procedures.
 
InterActive offers two restorative platforms across four implant diameters ranging from 3.2-5.0mm. 
 
InterActive Packaging: 
 
All-in-1 Packaging supports both one- and two-stage surgery.1  Package includes:

Cover screw
2mm healing collar1
2-piece fixture-mount with a concave transgingival profile for esthetic areas and designed to enable subcrestal placement with reduced hard tissue manipulation

 
Implant Features: 

12° conical connection
Color-coded prosthetic interface for clear visual indication of interface size
Straight / tapered implant body design
Three cutting grooves
Micro-grooves and micro-threads on coronal aspect designed to increase bone-implant contact (BIC) and long-term stability in crestal bone area
Progressively-deeper buttress threads designed for increased BIC, which can improve primary stability in low-density bone
Fixture-mount features a concave transgingival profile optimized for esthetic areas and designed to enable subcrestal placement with reduced hard tissue manipulation
Fixture-mount features a flat to match the flat on the internal-hex, making indexing easier
Fixture-mount functions as a closed-tray transfer
Color-coded fixture-mount top matches the implant prosthetic platform/interface
SBM surface
Made in the USA from medical-grade titanium alloy

 
1: except 6mm length implantsMore Information Length13mmL ConnectionInternal Conical Platform DiameterGold / 3.4mmD Implant Platform / DiameterGold / 5.0mmD SystemInterActive Thread TypeButtress SurfaceSBM",Pack,1,Implants,,https://store.implantdirect.com/us/en/interactive-5-0mmdx13mml-sbm-3-4mmd-platform-dental-implant-system-1-pack,,https://store.implantdirect.com/us/en/media/catalog/product/cache/04d236b1062a66fda28e671d2b02aa59/6/5/655013_2.png
Implant Direct,654313,Implant Direct,654313,InterActive 4.3mmDx13mmL SBM: 3.4mmD Platform Dental Implant System - 1/Pack,"InterActive dental implants are two-piece conical connection implants for single-stage or two-stage surgical procedures. It features All-in-1 Packaging, allowing the parts needed for implant procedures to be purchased in one package. InterActive™ dental implants are conical connection two-piece implants for single-stage or two-stage surgical procedures.
 
InterActive offers two restorative platforms across four implant diameters ranging from 3.2-5.0mm. 
 
InterActive Packaging: 
 
All-in-1 Packaging supports both one- and two-stage surgery.1  Package includes:

Cover screw
2mm healing collar1
2-piece fixture-mount with a concave transgingival profile for esthetic areas and designed to enable subcrestal placement with reduced hard tissue manipulation

 
Implant Features: 

12° conical connection
Color-coded prosthetic interface for clear visual indication of interface size
Straight / tapered implant body design
Three cutting grooves
Micro-grooves and micro-threads on coronal aspect designed to increase bone-implant contact (BIC) and long-term stability in crestal bone area
Progressively-deeper buttress threads designed for increased BIC, which can improve primary stability in low-density bone
Fixture-mount features a concave transgingival profile optimized for esthetic areas and designed to enable subcrestal placement with reduced hard tissue manipulation
Fixture-mount features a flat to match the flat on the internal-hex, making indexing easier
Fixture-mount functions as a closed-tray transfer
Color-coded fixture-mount top matches the implant prosthetic platform/interface
SBM surface
Made in the USA from medical-grade titanium alloy

 
1: except 6mm length implantsMore Information Length13mmL ConnectionInternal Conical Platform DiameterGold / 3.4mmD Implant Platform / DiameterGold / 4.3mmD SystemInterActive Thread TypeButtress SurfaceSBM",Pack,1,Implants,,https://store.implantdirect.com/us/en/interactive-4-3mmdx13mml-sbm-3-4mmd-platform-dental-implant-system-1-pack,,https://store.implantdirect.com/us/en/media/catalog/product/placeholder/default/ID-no-image.png
Implant Direct,853716U,Implant Direct,853716U,simplyLegacy3™ 3.7mmDx16mmL SBM: 3.5mmD Platform Dental Implant System - 1/Pack,"One of our simplyIntegrated solutions, simplyLegacy3 is a mount-free implant that includes the components you need for the surgical phase of treatment:
• Implant
• Cover screw
• 3mm healing collar
Pair with the treatment-specific prosthetic SMART PACKS that fits your case to realize the full benefits of this revolutionary system. Implant Direct simplyLegacy3™ Implant System
Features & Benefits
• Internal connection with 1.5mm long hex & internal lead-in bevel
• Double-lead buttress threads for improved insertion & initial stability, quadruple-lead threads near top for increased thread engagement & reduced stress
• 2mm extender retained by cover screw for use as a healing collar or for one or two-stage surgery
• Color-coded carrier usable as a closed-tray transfer and/or final full-contour abutment
• Two self-tapping grooves, extending halfway up implant
• Surgical flexibility with multiple insertion options: choose between implant level insertion with hex driver or fixture- mount insertion with either 2.5mm hex driver or ratchet
• Connection: Color-coded internal hex with lead-in bevel
• Surface: SBM (Soluble Blast Media)
• Surgical Instruments: Spectra-System surgical kit
• Implant Lengths: 6 / 8 / 10 /11.5 /13 / 16mm. Even taper with two cutting grooves halfway up implant
• Implant Threads: Micro-threads with double-lead, progressively deeper buttress threadsMore Information Length16mmL ConnectionInternal Hex Platform DiameterGreen / 3.5mmD Implant Platform / DiameterGreen / 3.7mmD SystemsimplyLegacy3 Thread TypeButtress SurfaceSBM",Pack,1,Implants,,https://store.implantdirect.com/us/en/simplylegacy3tm-3-7mmdx16mml-sbm-3-5mmd-platform-dental-implant-system-1-pack,,https://store.implantdirect.com/us/en/media/catalog/product/cache/04d236b1062a66fda28e671d2b02aa59/8/5/853716u_1_2.png
Implant Direct,653213U,Implant Direct,653213U,simplyInterActive 3.2mmDx13mmL SBM: 3.0mmD Platform Dental Implant System - 1/Pack,"SimplyInterActive dental implants are two-piece implants for single-stage or two-stage surgical procedures. The mount-free packaging features an InterActive implant, cover screw, and 3mm healing collar. simplyInterActive dental implants are two-piece conical connection implants for single-stage or two-stage surgical procedures.
 
InterActive offers two restorative platforms across four implant diameters ranging from 3.2-5.0mm. 

simplyInterActive Packaging: 
 
All-in-1 Packaging supports both one- and two-stage surgery.  Package includes:

Cover screw
Narrow healing collar with a concave transgingival profile optimized for esthetic areas and designed to enable subcrestal placement with reduced hard tissue manipulation

 
Implant Features: 

12° conical connection
Color-coded prosthetic interface for clear visual indication of interface size
Straight / tapered implant body design
Three cutting grooves
Micro-grooves and micro-threads on coronal aspect designed to increase bone-implant contact (BIC) and long-term stability in crestal bone area
Progressively-deeper buttress threads designed for increased BIC, which can improve primary stability in low-density bone
SBM surface
Made in the USA from medical-grade titanium alloy
More Information Length13mmL ConnectionInternal Conical Platform DiameterPurple / 3.0mmD Implant Platform / DiameterPurple / 3.2mmD SystemsimplyInterActive Thread TypeButtress SurfaceSBM",Pack,1,Implants,,https://store.implantdirect.com/us/en/simplyinteractive-3-2mmdx13mml-sbm-3-0mmd-platform-dental-implant-system-1-pack,,https://store.implantdirect.com/us/en/media/catalog/product/cache/04d236b1062a66fda28e671d2b02aa59/6/5/653213u_2.png
Implant Direct,825208U,Implant Direct,825208U,simplyLegacy2™ 5.2mmDx8mmL SBM: 4.5mmD Platform Dental Implant System - 1/Pack,"One of our simplyIntegrated solutions, simplyLegacy2 is a mount-free implant that includes the components you need for the surgical phase of treatment:
• Implant
• Cover screw
• 3mm healing collar
Pair with the treatment-specific prosthetic SMART PACKS that fits your case to realize the full benefits of this revolutionary system. Implant Direct simplyLegacy2™ Implant System
With cover screw and 3mm healing collar included, our mount-free implants allow you to streamline your surgical procedures while still having the necessary, compatible components readily accessible.
Features & Benefits
• Internal connection with 1.5mm long hex & internal lead-in bevel
• Body is straight for top 1/3rd with bottom 2/3rds tapered for bone expansion
• Surface options: SBM (Soluble Blast Media) textured
• Double-lead buttress threads for improved insertion & quadruple lead threads near top for increased thread engagement & reduced stress
• 2mm extender retained by cover screw for use as a healing collar for one stage surgery
• Color-coded carrier usable as a closed-tray transfer & temporary abutment
• Three aggressive self-tapping grooves extending 2/3rds length up the implant
• Surgical flexibility with multiple insertion options: choose between implant level insertion with hex driver or fixture-mount insertion with either 2.5mm hex driver or ratchet
• Connection: Color-coded internal hex with lead-in bevel
• Surgical Instruments: Spectra-System surgical kit
• Implant Lengths: 6 / 8 / 10 / 11.5 / 13 / 16mm. Top 1/3 is straight with tapered section having three cutting grooves
• Implant Threads: Micro-threads with double-lead progressively deeper buttress threadsMore Information Length8mmL ConnectionInternal Hex Platform DiameterPurple / 4.5mmD Implant Platform / DiameterPurple / 5.2mmD SystemsimplyLegacy2 Thread TypeButtress SurfaceSBM",Pack,1,Implants,,https://store.implantdirect.com/us/en/simplylegacy2tm-5-2mmdx8mml-sbm-4-5mmd-platform-dental-implant-system-1-pack,,https://store.implantdirect.com/us/en/media/catalog/product/cache/04d236b1062a66fda28e671d2b02aa59/8/2/825208u_1_2.png
